| lane/fixture                 | verdict    | apple-m4         | amd-gfx942       | amd-2xmi300x-gfx942 |
| mamba3/negative              | IDENTICAL x2 | 467cfdf1eeb3a1c6 | 467cfdf1eeb3a1c6 | (not run)        |
| mamba3/odd                   | IDENTICAL x2 | 63de4bf6b9f8262a | 63de4bf6b9f8262a | (not run)        |
| mamba3/ties                  | IDENTICAL x2 | 4bad5909ae635933 | 4bad5909ae635933 | (not run)        |
| mamba3/wide                  | IDENTICAL x2 | 07f2064c0243e8c2 | 07f2064c0243e8c2 | (not run)        |
| metrics-classification/base  | IDENTICAL x2 | cfc3f690a8b5869b | cfc3f690a8b5869b | (not run)        |
| metrics-classification/denormal | IDENTICAL x2 | 677972ace9502d25 | 677972ace9502d25 | (not run)        |
| metrics-classification/denormal_ftz | IDENTICAL x2 | 677972ace9502d25 | 677972ace9502d25 | (not run)        |
| metrics-classification/dupes | IDENTICAL x2 | 53b54fc177085957 | 53b54fc177085957 | (not run)        |
| metrics-classification/hashed | IDENTICAL x2 | 2394774c754f1f2a | 2394774c754f1f2a | (not run)        |
| metrics-classification/negative | IDENTICAL x2 | a6a9d8361afa75db | a6a9d8361afa75db | (not run)        |
| metrics-classification/odd   | IDENTICAL x2 | 1fa28775897b6923 | 1fa28775897b6923 | (not run)        |
| metrics-classification/ties  | IDENTICAL x2 | 3757b56df29e9142 | 3757b56df29e9142 | (not run)        |
| metrics-classification/wide  | IDENTICAL x2 | 12cdcf15c29d74f2 | 12cdcf15c29d74f2 | (not run)        |
| metrics/base                 | IDENTICAL x2 | 2e2d6c84f00b9a0b | 2e2d6c84f00b9a0b | (not run)        |
| metrics/denormal             | IDENTICAL x2 | 70d525921f2192ca | 70d525921f2192ca | (not run)        |
| metrics/denormal_ftz         | IDENTICAL x2 | 70d525921f2192ca | 70d525921f2192ca | (not run)        |
| metrics/dupes                | IDENTICAL x2 | b9bf5106a8b03644 | b9bf5106a8b03644 | (not run)        |
| metrics/hashed               | IDENTICAL x2 | 2a276b0f2347d198 | 2a276b0f2347d198 | (not run)        |
| metrics/negative             | IDENTICAL x2 | 745d2eae0be9da2c | 745d2eae0be9da2c | (not run)        |
| metrics/odd                  | IDENTICAL x2 | 8a7b2852763f246e | 8a7b2852763f246e | (not run)        |
| metrics/ties                 | IDENTICAL x2 | ea3e4d8076a7ea42 | ea3e4d8076a7ea42 | (not run)        |
| metrics/wide                 | IDENTICAL x2 | 1244dee823ddccf9 | 1244dee823ddccf9 | (not run)        |
| minmax-scaler-clip/base      | IDENTICAL x2 | 2c223d868d9144bd | 2c223d868d9144bd | (not run)        |
| minmax-scaler-clip/denormal  | IDENTICAL x2 | 7dc0c86e7125bd63 | 7dc0c86e7125bd63 | (not run)        |
| minmax-scaler-clip/denormal_ftz | IDENTICAL x2 | 7dc0c86e7125bd63 | 7dc0c86e7125bd63 | (not run)        |
| minmax-scaler-clip/dupes     | IDENTICAL x2 | 955c04cca5eb76be | 955c04cca5eb76be | (not run)        |
| minmax-scaler-clip/hashed    | IDENTICAL x2 | 67c2166801048ab9 | 67c2166801048ab9 | (not run)        |
| minmax-scaler-clip/negative  | IDENTICAL x2 | 366aed9379e98367 | 366aed9379e98367 | (not run)        |
| minmax-scaler-clip/odd       | IDENTICAL x2 | 44e4955bb9a96707 | 44e4955bb9a96707 | (not run)        |
| minmax-scaler-clip/ties      | IDENTICAL x2 | f1298679b745b29b | f1298679b745b29b | (not run)        |
| minmax-scaler-clip/wide      | IDENTICAL x2 | edb2e0426b5c1e55 | edb2e0426b5c1e55 | (not run)        |
| minmax-scaler/base           | IDENTICAL x2 | 646b46cf73ead58e | 646b46cf73ead58e | (not run)        |
| minmax-scaler/denormal       | IDENTICAL x2 | 760381e656d7edc6 | 760381e656d7edc6 | (not run)        |
| minmax-scaler/denormal_ftz   | IDENTICAL x2 | 760381e656d7edc6 | 760381e656d7edc6 | (not run)        |
| minmax-scaler/dupes          | IDENTICAL x2 | 768f7054da806434 | 768f7054da806434 | (not run)        |
| minmax-scaler/hashed         | IDENTICAL x2 | 4260fe8f43ec10b2 | 4260fe8f43ec10b2 | (not run)        |
| minmax-scaler/negative       | IDENTICAL x2 | b1d799cf9b13f224 | b1d799cf9b13f224 | (not run)        |
| minmax-scaler/odd            | IDENTICAL x2 | 803149932ba8b2da | 803149932ba8b2da | (not run)        |
| minmax-scaler/ties           | IDENTICAL x2 | fcaf2c976dae67d9 | fcaf2c976dae67d9 | (not run)        |
| minmax-scaler/wide           | IDENTICAL x2 | 77b3a6c235e5a346 | 77b3a6c235e5a346 | (not run)        |
| mlp/base                     | IDENTICAL x2 | 3204ed07bdda3cc6 | 3204ed07bdda3cc6 | (not run)        |
| mlp/denormal                 | IDENTICAL x2 | 9c56c5a5b7965c6f | 9c56c5a5b7965c6f | (not run)        |
| mlp/denormal_ftz             | IDENTICAL x2 | 9c56c5a5b7965c6f | 9c56c5a5b7965c6f | (not run)        |
| mlp/dupes                    | IDENTICAL x2 | 3204ed07bdda3cc6 | 3204ed07bdda3cc6 | (not run)        |
| mlp/hashed                   | IDENTICAL x2 | 977a37258af573f0 | 977a37258af573f0 | (not run)        |
| mlp/negative                 | IDENTICAL x2 | 3909a61277aad132 | 3909a61277aad132 | (not run)        |
| mlp/odd                      | IDENTICAL x2 | 451d36242d1772be | 451d36242d1772be | (not run)        |
| mlp/ties                     | IDENTICAL x2 | 2f08d18719517d3b | 2f08d18719517d3b | (not run)        |
| mlp/wide                     | IDENTICAL x2 | 7d2d9a297e5f0507 | 7d2d9a297e5f0507 | (not run)        |
| ols-no-intercept/base        | IDENTICAL x2 | bc9714aa8394d319 | bc9714aa8394d319 | (not run)        |
| ols-no-intercept/denormal    | IDENTICAL x2 | 172fbbe0bc0a7c91 | 172fbbe0bc0a7c91 | (not run)        |
| ols-no-intercept/denormal_ftz | IDENTICAL x2 | 172fbbe0bc0a7c91 | 172fbbe0bc0a7c91 | (not run)        |
| ols-no-intercept/dupes       | IDENTICAL x2 | 93ef26a5fe27fd51 | 93ef26a5fe27fd51 | (not run)        |
| ols-no-intercept/hashed      | IDENTICAL x2 | 5400b995ec922d18 | 5400b995ec922d18 | (not run)        |
| ols-no-intercept/negative    | IDENTICAL x2 | 7309f31c6bb18bd1 | 7309f31c6bb18bd1 | (not run)        |
| ols-no-intercept/odd         | IDENTICAL x2 | 3d456f2024b12b13 | 3d456f2024b12b13 | (not run)        |
| ols-no-intercept/ties        | IDENTICAL x2 | c7741b3caaf46628 | c7741b3caaf46628 | (not run)        |
| ols-no-intercept/wide        | IDENTICAL x2 | 4339ec7acdc59c11 | 4339ec7acdc59c11 | (not run)        |
| ols-weighted/base            | IDENTICAL x2 | 91b9e03ba0bb0253 | 91b9e03ba0bb0253 | (not run)        |
| ols-weighted/denormal        | IDENTICAL x2 | 9896adcaa53b73e3 | 9896adcaa53b73e3 | (not run)        |
| ols-weighted/denormal_ftz    | IDENTICAL x2 | 9896adcaa53b73e3 | 9896adcaa53b73e3 | (not run)        |
| ols-weighted/dupes           | IDENTICAL x2 | 6a1b8a31f7df591b | 6a1b8a31f7df591b | (not run)        |
| ols-weighted/hashed          | IDENTICAL x2 | d62862f84d0ef31b | d62862f84d0ef31b | (not run)        |
| ols-weighted/negative        | IDENTICAL x2 | 01d7938b81ede493 | 01d7938b81ede493 | (not run)        |
| ols-weighted/odd             | IDENTICAL x2 | 806d776bed929869 | 806d776bed929869 | (not run)        |
| ols-weighted/ties            | IDENTICAL x2 | c1ca9fe57ffb7eae | c1ca9fe57ffb7eae | (not run)        |
| ols-weighted/wide            | IDENTICAL x2 | 48bdc43467ad540d | 48bdc43467ad540d | (not run)        |
| ols/base                     | IDENTICAL x2 | 3d1d7c30b12d9872 | 3d1d7c30b12d9872 | (not run)        |
| ols/denormal                 | IDENTICAL x2 | f0e2e46f2203e17d | f0e2e46f2203e17d | (not run)        |
| ols/denormal_ftz             | IDENTICAL x2 | f0e2e46f2203e17d | f0e2e46f2203e17d | (not run)        |
| ols/dupes                    | IDENTICAL x2 | 5d93af9edf61d3e7 | 5d93af9edf61d3e7 | (not run)        |
| ols/hashed                   | IDENTICAL x2 | 7a4cc4b643207e04 | 7a4cc4b643207e04 | (not run)        |
| ols/negative                 | IDENTICAL x2 | 737566e6c5e95e7d | 737566e6c5e95e7d | (not run)        |
| ols/odd                      | IDENTICAL x2 | bfb2368a5a4871ba | bfb2368a5a4871ba | (not run)        |
| ols/ties                     | IDENTICAL x2 | c73c0c1158ebcb9e | c73c0c1158ebcb9e | (not run)        |
| ols/wide                     | IDENTICAL x2 | 880f803e2a9840cf | 880f803e2a9840cf | (not run)        |
| optim-adam-clip/base         | IDENTICAL x2 | fa1cc2cae1ae5b34 | fa1cc2cae1ae5b34 | (not run)        |
| optim-adam-clip/denormal     | IDENTICAL x2 | fa1cc2cae1ae5b34 | fa1cc2cae1ae5b34 | (not run)        |
| optim-adam-clip/denormal_ftz | IDENTICAL x2 | fa1cc2cae1ae5b34 | fa1cc2cae1ae5b34 | (not run)        |
| optim-adam-clip/dupes        | IDENTICAL x2 | fa1cc2cae1ae5b34 | fa1cc2cae1ae5b34 | (not run)        |
| optim-adam-clip/hashed       | IDENTICAL x2 | fa1cc2cae1ae5b34 | fa1cc2cae1ae5b34 | (not run)        |
| optim-adam-clip/negative     | IDENTICAL x2 | fa1cc2cae1ae5b34 | fa1cc2cae1ae5b34 | (not run)        |
| optim-adam-clip/odd          | IDENTICAL x2 | fa1cc2cae1ae5b34 | fa1cc2cae1ae5b34 | (not run)        |
| optim-adam-clip/ties         | IDENTICAL x2 | fa1cc2cae1ae5b34 | fa1cc2cae1ae5b34 | (not run)        |
| optim-adam-clip/wide         | IDENTICAL x2 | fa1cc2cae1ae5b34 | fa1cc2cae1ae5b34 | (not run)        |
| optim-sgd/base               | IDENTICAL x2 | 6a3e4267566a2a03 | 6a3e4267566a2a03 | (not run)        |
| optim-sgd/denormal           | IDENTICAL x2 | 6a3e4267566a2a03 | 6a3e4267566a2a03 | (not run)        |
| optim-sgd/denormal_ftz       | IDENTICAL x2 | 6a3e4267566a2a03 | 6a3e4267566a2a03 | (not run)        |
| optim-sgd/dupes              | IDENTICAL x2 | 6a3e4267566a2a03 | 6a3e4267566a2a03 | (not run)        |
| optim-sgd/hashed             | IDENTICAL x2 | 6a3e4267566a2a03 | 6a3e4267566a2a03 | (not run)        |
| optim-sgd/negative           | IDENTICAL x2 | 6a3e4267566a2a03 | 6a3e4267566a2a03 | (not run)        |
| optim-sgd/odd                | IDENTICAL x2 | 6a3e4267566a2a03 | 6a3e4267566a2a03 | (not run)        |
| optim-sgd/ties               | IDENTICAL x2 | 6a3e4267566a2a03 | 6a3e4267566a2a03 | (not run)        |
| optim-sgd/wide               | IDENTICAL x2 | 6a3e4267566a2a03 | 6a3e4267566a2a03 | (not run)        |
| par-arima/base               | IDENTICAL x3 | 377790cb117abb61 | 377790cb117abb61 | 377790cb117abb61 |
| par-arima/denormal           | IDENTICAL x3 | 7dbefd70378dfac6 | 7dbefd70378dfac6 | 7dbefd70378dfac6 |
| par-arima/denormal_ftz       | IDENTICAL x3 | 7dbefd70378dfac6 | 7dbefd70378dfac6 | 7dbefd70378dfac6 |
| par-arima/dupes              | IDENTICAL x3 | 377790cb117abb61 | 377790cb117abb61 | 377790cb117abb61 |
| par-arima/hashed             | IDENTICAL x3 | d4ed8b9405da9691 | d4ed8b9405da9691 | d4ed8b9405da9691 |
| par-arima/negative           | IDENTICAL x3 | 29f18fa209679839 | 29f18fa209679839 | 29f18fa209679839 |
| par-arima/odd                | IDENTICAL x3 | 20bf64323fc5fa12 | 20bf64323fc5fa12 | 20bf64323fc5fa12 |
| par-arima/ties               | IDENTICAL x3 | 990e96a6d7fd2874 | 990e96a6d7fd2874 | 990e96a6d7fd2874 |
| par-arima/wide               | IDENTICAL x3 | 440f5eba6a3ddede | 440f5eba6a3ddede | 440f5eba6a3ddede |
| par-boosting/base            | IDENTICAL x3 | 56560dec5bdb6cb9 | 56560dec5bdb6cb9 | 56560dec5bdb6cb9 |
| par-boosting/denormal        | IDENTICAL x3 | 56560dec5bdb6cb9 | 56560dec5bdb6cb9 | 56560dec5bdb6cb9 |
| par-boosting/denormal_ftz    | IDENTICAL x3 | 56560dec5bdb6cb9 | 56560dec5bdb6cb9 | 56560dec5bdb6cb9 |
| par-boosting/dupes           | IDENTICAL x3 | 9d55545ce5f2ac2b | 9d55545ce5f2ac2b | 9d55545ce5f2ac2b |
| par-boosting/hashed          | IDENTICAL x3 | cf3de2636433b65a | cf3de2636433b65a | cf3de2636433b65a |
| par-boosting/negative        | IDENTICAL x3 | fb9966f26639c286 | fb9966f26639c286 | fb9966f26639c286 |
| par-boosting/odd             | IDENTICAL x3 | 0836bd47530040d0 | 0836bd47530040d0 | 0836bd47530040d0 |
| par-boosting/ties            | IDENTICAL x3 | b32c469f812adf25 | b32c469f812adf25 | b32c469f812adf25 |
| par-boosting/wide            | IDENTICAL x3 | bc0084b9b1e30f87 | bc0084b9b1e30f87 | bc0084b9b1e30f87 |
| par-byte-lm/base             | IDENTICAL x3 | eb83c1c233f68756 | eb83c1c233f68756 | eb83c1c233f68756 |
| par-byte-lm/denormal         | IDENTICAL x3 | c958c8af2e505ca0 | c958c8af2e505ca0 | c958c8af2e505ca0 |
| par-byte-lm/denormal_ftz     | IDENTICAL x3 | aedc78ea66ef018c | aedc78ea66ef018c | aedc78ea66ef018c |
| par-byte-lm/dupes            | IDENTICAL x3 | dc65953fd8966eb3 | dc65953fd8966eb3 | dc65953fd8966eb3 |
| par-byte-lm/hashed           | IDENTICAL x3 | ddb13a422e4d2858 | ddb13a422e4d2858 | ddb13a422e4d2858 |
| par-byte-lm/negative         | IDENTICAL x3 | 63db87a288142b29 | 63db87a288142b29 | 63db87a288142b29 |
| par-byte-lm/odd              | IDENTICAL x3 | eb83c1c233f68756 | eb83c1c233f68756 | eb83c1c233f68756 |
| par-byte-lm/ties             | IDENTICAL x3 | 3b5c2f34bf09e8c9 | 3b5c2f34bf09e8c9 | 3b5c2f34bf09e8c9 |
| par-byte-lm/wide             | IDENTICAL x3 | 7ab80fd955e23d77 | 7ab80fd955e23d77 | 7ab80fd955e23d77 |
| par-cd/base                  | IDENTICAL x3 | 2fa3301e45a46091 | 2fa3301e45a46091 | 2fa3301e45a46091 |
| par-cd/denormal              | IDENTICAL x3 | 5374b434a96382d6 | 5374b434a96382d6 | 5374b434a96382d6 |
| par-cd/denormal_ftz          | IDENTICAL x3 | 5374b434a96382d6 | 5374b434a96382d6 | 5374b434a96382d6 |
| par-cd/dupes                 | IDENTICAL x3 | beafb1d480c34cf4 | beafb1d480c34cf4 | beafb1d480c34cf4 |
| par-cd/hashed                | IDENTICAL x3 | 0446105edc307f9c | 0446105edc307f9c | 0446105edc307f9c |
| par-cd/negative              | IDENTICAL x3 | c332c713694ff28d | c332c713694ff28d | c332c713694ff28d |
| par-cd/odd                   | IDENTICAL x3 | 5593579edd6113d6 | 5593579edd6113d6 | 5593579edd6113d6 |
| par-cd/ties                  | IDENTICAL x3 | 1e207f82f555270b | 1e207f82f555270b | 1e207f82f555270b |
| par-cd/wide                  | IDENTICAL x3 | d0df889b0ede05a7 | d0df889b0ede05a7 | d0df889b0ede05a7 |
| par-dbscan/base              | IDENTICAL x3 | 64df251bd00de81b | 64df251bd00de81b | 64df251bd00de81b |
| par-dbscan/denormal          | IDENTICAL x3 | 9c0b3563fc16b652 | 9c0b3563fc16b652 | 9c0b3563fc16b652 |
| par-dbscan/denormal_ftz      | IDENTICAL x3 | 9c0b3563fc16b652 | 9c0b3563fc16b652 | 9c0b3563fc16b652 |
| par-dbscan/dupes             | IDENTICAL x3 | 64df251bd00de81b | 64df251bd00de81b | 64df251bd00de81b |
| par-dbscan/hashed            | IDENTICAL x3 | d17808b4b9261d5d | d17808b4b9261d5d | d17808b4b9261d5d |
| par-dbscan/negative          | IDENTICAL x3 | bb6bd31e075693e9 | bb6bd31e075693e9 | bb6bd31e075693e9 |
| par-dbscan/odd               | IDENTICAL x3 | 54d129f45630ea84 | 54d129f45630ea84 | 54d129f45630ea84 |
| par-dbscan/ties              | IDENTICAL x3 | b7535355c1581603 | b7535355c1581603 | b7535355c1581603 |
| par-dbscan/wide              | IDENTICAL x3 | d17808b4b9261d5d | d17808b4b9261d5d | d17808b4b9261d5d |
| par-forest-et/base           | IDENTICAL x3 | 754d8c127ecfc04d | 754d8c127ecfc04d | 754d8c127ecfc04d |
| par-forest-et/denormal       | IDENTICAL x3 | 19a23f6fea44befd | 19a23f6fea44befd | 19a23f6fea44befd |
| par-forest-et/denormal_ftz   | IDENTICAL x3 | 19a23f6fea44befd | 19a23f6fea44befd | 19a23f6fea44befd |
| par-forest-et/dupes          | IDENTICAL x3 | 9a63fea590f79a67 | 9a63fea590f79a67 | 9a63fea590f79a67 |
| par-forest-et/hashed         | IDENTICAL x3 | 4e0a0d9a4670ed5f | 4e0a0d9a4670ed5f | 4e0a0d9a4670ed5f |
| par-forest-et/negative       | IDENTICAL x3 | 3fd3dff94cc79fc2 | 3fd3dff94cc79fc2 | 3fd3dff94cc79fc2 |
| par-forest-et/odd            | IDENTICAL x3 | c9fe7c90673c2661 | c9fe7c90673c2661 | c9fe7c90673c2661 |
| par-forest-et/ties           | IDENTICAL x3 | e7072e1c8fe0083c | e7072e1c8fe0083c | e7072e1c8fe0083c |
| par-forest-et/wide           | IDENTICAL x3 | b745e53515f59cac | b745e53515f59cac | b745e53515f59cac |
| par-forest/base              | IDENTICAL x3 | 21178dc5457bf5dc | 21178dc5457bf5dc | 21178dc5457bf5dc |
| par-forest/denormal          | IDENTICAL x3 | 9ee018b4ad7d8c6c | 9ee018b4ad7d8c6c | 9ee018b4ad7d8c6c |
| par-forest/denormal_ftz      | IDENTICAL x3 | 9ee018b4ad7d8c6c | 9ee018b4ad7d8c6c | 9ee018b4ad7d8c6c |
| par-forest/dupes             | IDENTICAL x3 | 941ea7485b906b92 | 941ea7485b906b92 | 941ea7485b906b92 |
| par-forest/hashed            | IDENTICAL x3 | 30000a54b1ebf87f | 30000a54b1ebf87f | 30000a54b1ebf87f |
| par-forest/negative          | IDENTICAL x3 | 5c321c2a1e99f705 | 5c321c2a1e99f705 | 5c321c2a1e99f705 |
| par-forest/odd               | IDENTICAL x3 | 8eadf0d0c523cf9a | 8eadf0d0c523cf9a | 8eadf0d0c523cf9a |
| par-forest/ties              | IDENTICAL x3 | 578c313bdad14449 | 578c313bdad14449 | 578c313bdad14449 |
| par-forest/wide              | IDENTICAL x3 | e57dc48ebb4fda48 | e57dc48ebb4fda48 | e57dc48ebb4fda48 |
| par-gp/base                  | IDENTICAL x3 | f7ebb1bac826fe67 | f7ebb1bac826fe67 | f7ebb1bac826fe67 |
| par-gp/denormal              | IDENTICAL x3 | 8b3f8272862d6062 | 8b3f8272862d6062 | 8b3f8272862d6062 |
| par-gp/denormal_ftz          | IDENTICAL x3 | 8b3f8272862d6062 | 8b3f8272862d6062 | 8b3f8272862d6062 |
| par-gp/dupes                 | IDENTICAL x3 | aa19bc38e1743968 | aa19bc38e1743968 | aa19bc38e1743968 |
| par-gp/hashed                | IDENTICAL x3 | 8ab241df41f2f643 | 8ab241df41f2f643 | 8ab241df41f2f643 |
| par-gp/negative              | IDENTICAL x3 | dba43c8c1d922070 | dba43c8c1d922070 | dba43c8c1d922070 |
| par-gp/odd                   | IDENTICAL x3 | daa5872e8d220a31 | daa5872e8d220a31 | daa5872e8d220a31 |
| par-gp/ties                  | IDENTICAL x3 | 9231702dbdd1b410 | 9231702dbdd1b410 | 9231702dbdd1b410 |
| par-gp/wide                  | IDENTICAL x3 | 70f282e5998ec6ce | 70f282e5998ec6ce | 70f282e5998ec6ce |
| par-gram/base                | IDENTICAL x3 | a91478be750dc756 | a91478be750dc756 | a91478be750dc756 |
| par-gram/denormal            | IDENTICAL x3 | 2eed6e454ed965da | 2eed6e454ed965da | 2eed6e454ed965da |
| par-gram/denormal_ftz        | IDENTICAL x3 | 2eed6e454ed965da | 2eed6e454ed965da | 2eed6e454ed965da |
| par-gram/dupes               | IDENTICAL x3 | c69b8fef7932da21 | c69b8fef7932da21 | c69b8fef7932da21 |
| par-gram/hashed              | IDENTICAL x3 | fb5037b3d70d60ee | fb5037b3d70d60ee | fb5037b3d70d60ee |
| par-gram/negative            | IDENTICAL x3 | 473e3ff40fc67b0e | 473e3ff40fc67b0e | 473e3ff40fc67b0e |
| par-gram/odd                 | IDENTICAL x3 | bdaf14e02a8f07ec | bdaf14e02a8f07ec | bdaf14e02a8f07ec |
| par-gram/ties                | IDENTICAL x3 | 42410e35cdae30cb | 42410e35cdae30cb | 42410e35cdae30cb |
| par-gram/wide                | IDENTICAL x3 | 7215c2605901cdc6 | 7215c2605901cdc6 | 7215c2605901cdc6 |
| par-iforest/base             | IDENTICAL x3 | 8703d4a008ffd13d | 8703d4a008ffd13d | 8703d4a008ffd13d |
| par-iforest/denormal         | IDENTICAL x3 | 54ea9b5c8c3fc38b | 54ea9b5c8c3fc38b | 54ea9b5c8c3fc38b |
| par-iforest/denormal_ftz     | IDENTICAL x3 | 54ea9b5c8c3fc38b | 54ea9b5c8c3fc38b | 54ea9b5c8c3fc38b |
| par-iforest/dupes            | IDENTICAL x3 | b879bcf3dcf99f38 | b879bcf3dcf99f38 | b879bcf3dcf99f38 |
| par-iforest/hashed           | IDENTICAL x3 | 72260557474879ae | 72260557474879ae | 72260557474879ae |
| par-iforest/negative         | IDENTICAL x3 | a5b7676e39778af5 | a5b7676e39778af5 | a5b7676e39778af5 |
| par-iforest/odd              | IDENTICAL x3 | 9b849a13c8d35adb | 9b849a13c8d35adb | 9b849a13c8d35adb |
| par-iforest/ties             | IDENTICAL x3 | 5043855ee14799da | 5043855ee14799da | 5043855ee14799da |
| par-iforest/wide             | IDENTICAL x3 | 8703d4a008ffd13d | 8703d4a008ffd13d | 8703d4a008ffd13d |
| par-kmeans/base              | IDENTICAL x3 | 5aa44cc11034dec9 | 5aa44cc11034dec9 | 5aa44cc11034dec9 |
